13154|C1
13154|D1
13155|A
13155|B
13155|C
13155|D
13155|T
13155|AM
13155|A1
13155|A2
13155|B1
13155|C1
13155|D1
13156|A
13156|B
13156|C
13156|D
13156|T
13156|AM
13156|A1
13156|A2
13156|B1
13156|C1
13156|D1
13157|A
13157|B
13157|C
13157|D
13157|T
13157|AM
13157|A1
13157|A2
13157|B1
13157|C1
13157|D1
13158|A
13158|B
13158|C
13158|D
13158|T
13158|AM
13158|A1
13158|A2
13158|B1
13158|C1
13158|D1
13159|A
13159|B
13159|C
13159|D
13159|T
13159|AM
13159|A1
13159|A2
13159|B1
13159|C1
13159|D1
13160|A
13160|B
13160|C
13160|D
13160|T
13160|AM
13160|A1
13160|A2
13160|B1
13160|C1
13160|D1
13161|A
13161|B
13161|C
13161|D
13161|T
13161|AM
13161|A1
13161|A2
13161|B1
13161|C1
13161|D1
13162|A
13162|B
13162|C
13162|D
13162|T
13162|AM
13162|A1
13162|A2
13162|B1
13162|C1
13162|D1
13163|A
13163|B
13163|C
13163|D
13163|T
13163|AM
13163|A1
13163|A2
13163|B1
13163|C1
13163|D1
13167|B
13169|A
13169|B
13169|C
13169|D
13169|T
13169|AM
13169|A1
13169|A2
13169|B1
13169|C1
13169|D1
13170|B
